41626;2016;3;5;7610;FUNDOS;FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS;1970979.32
41626;2016;3;5;7362;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE EDUCACAO;330.10
42508;2016;9;5;7387;ADMINISTRACAO DIRETA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;0.00
42069;2016;6;5;7441;AUTARQUIAS E FUNDACOES;FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;7854.27
42038;2016;5;5;7361;ADMINISTRACAO DIRETA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;1800.68
42477;2016;8;5;7405;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE DIREITOS HUMANOS, PARTICIPACAO SOCIAL E CIDADANIA;1445000.00
42069;2016;6;5;7346;FUNDOS;FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS;25.65
42538;2016;10;5;7415;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;9098789.17
42538;2016;10;5;7411;FUNDOS;FUNDO FINANCEIRO DE PREVIDENCIA;696533208.16
42538;2016;10;5;7401;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO E INTEGRACAO DO NORTE E NORDESTE DE MINAS GERAIS;439128.03
42477;2016;8;5;7439;FUNDOS;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;8866236.56
42477;2016;8;5;7441;AUTARQUIAS E FUNDACOES;FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;1080746.76
42477;2016;8;5;7423;AUTARQUIAS E FUNDACOES;FUNDACAO RURAL MINEIRA;65997.37
42477;2016;8;5;7438;AUTARQUIAS E FUNDACOES;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO;510.72
42038;2016;5;5;7598;AUTARQUIAS E FUNDACOES;INSTITUTO MINEIRO DE AGROPECUARIA;504961.38
42099;2016;7;5;7422;AUTARQUIAS E FUNDACOES;INSTITUTO ESTADUAL DE FLORESTAS;0.00
42069;2016;6;5;7597;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS;271616.00
42038;2016;5;5;7418;AUTARQUIAS E FUNDACOES;FUNDACAO JOAO PINHEIRO;22654.72
42038;2016;5;5;7440;AUTARQUIAS E FUNDACOES;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;636.03
42038;2016;5;5;7415;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;2026849.73
41566;2016;1;5;7346;FUNDOS;FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS;1202060.57
41566;2016;1;5;7415;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;13321.48
41566;2016;1;5;7436;AUTARQUIAS E FUNDACOES;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0.00
41566;2016;1;5;7600;AUTARQUIAS E FUNDACOES;IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS;138613.07
42477;2016;8;5;7411;FUNDOS;FUNDO FINANCEIRO DE PREVIDENCIA;4873166.00
42908;2016;11;5;7415;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;16622433.86
41626;2016;3;5;7365;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO  DE TRANSPORTES  E OBRAS PUBLICAS;0.00
41597;2016;2;5;7423;AUTARQUIAS E FUNDACOES;FUNDACAO RURAL MINEIRA;56057.83
42099;2016;7;5;7411;FUNDOS;FUNDO FINANCEIRO DE PREVIDENCIA;898365.27
42938;2016;12;5;7346;FUNDOS;FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS;0.15
42908;2016;11;5;7362;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE EDUCACAO;159229181.94
42008;2016;4;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
42477;2016;8;5;7610;FUNDOS;FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS;138418.40
42908;2016;11;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
42008;2016;4;5;7597;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS;6778.58
42508;2016;9;5;7369;FUNDOS;FUNDO DE RECUPERACAO, PROTECAO E DESENVOLVIMENTO SUSTENTAVEL DAS BACIAS HIDROGRAFICAS DO ESTADO DE M;49500.00
41566;2016;1;5;7362;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE EDUCACAO;196272228.50
42908;2016;11;5;7346;FUNDOS;FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS;537.35
42069;2016;6;5;7422;AUTARQUIAS E FUNDACOES;INSTITUTO ESTADUAL DE FLORESTAS;228437.62
42069;2016;6;5;7350;ADMINISTRACAO DIRETA;PROCURADORIA GERAL DE JUSTICA;7243.26
42069;2016;6;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
42038;2016;5;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
41626;2016;3;5;7344;ADMINISTRACAO DIRETA;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;1805.20
42508;2016;9;5;7347;ADMINISTRACAO DIRETA;TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS;53885.36
42038;2016;5;5;7421;AUTARQUIAS E FUNDACOES;FUNDACAO ESTADUAL DO MEIO AMBIENTE;5450.07
42508;2016;9;5;7411;FUNDOS;FUNDO FINANCEIRO DE PREVIDENCIA;7132098.31
42538;2016;10;5;7415;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;16707237.17
42008;2016;4;5;7424;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;7148714.86
41626;2016;3;5;7433;AUTARQUIAS E FUNDACOES;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;18900.00
42038;2016;5;5;7438;AUTARQUIAS E FUNDACOES;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO;477427.71
42477;2016;8;5;7439;FUNDOS;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;25860.67
41566;2016;1;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
41597;2016;2;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
41597;2016;2;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
42908;2016;11;5;7436;AUTARQUIAS E FUNDACOES;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;6605471.47
42938;2016;12;5;7361;ADMINISTRACAO DIRETA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;25163.15
42938;2016;12;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
42099;2016;7;5;7441;AUTARQUIAS E FUNDACOES;FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;32352.11
42099;2016;7;5;7436;AUTARQUIAS E FUNDACOES;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;54847.44
42508;2016;9;5;7346;FUNDOS;FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS;7294295.15
41626;2016;3;5;7362;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE EDUCACAO;-73.04
42908;2016;11;5;7441;AUTARQUIAS E FUNDACOES;FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;1798.29
42477;2016;8;5;7424;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;6366.64
42538;2016;10;5;7381;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE TRABALHO E DESENVOLVIMENTO SOCIAL;122597.41
42038;2016;5;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
42008;2016;4;5;7424;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;11271.41
42099;2016;7;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
41626;2016;3;5;7606;AUTARQUIAS E FUNDACOES;AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DO VALE DO ACO;23861.64
42038;2016;5;5;7411;FUNDOS;FUNDO FINANCEIRO DE PREVIDENCIA;94.43
42099;2016;7;5;7436;AUTARQUIAS E FUNDACOES;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;90840394.64
42099;2016;7;5;7367;FUNDOS;FUNDO ESTADUAL DE SAUDE;24463421.94
42508;2016;9;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
42069;2016;6;5;7437;AUTARQUIAS E FUNDACOES;FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS;858.23
42069;2016;6;5;7346;FUNDOS;FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS;7510.64
42008;2016;4;5;7424;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;19326375.16
42908;2016;11;5;7407;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE ESPORTES;109018.10
42908;2016;11;5;7415;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;1554212.21
42477;2016;8;5;7346;FUNDOS;FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS;9232.87
42477;2016;8;5;7346;FUNDOS;FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS;20158.41
42008;2016;4;5;7596;AUTARQUIAS E FUNDACOES;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;0.00
42008;2016;4;5;7437;AUTARQUIAS E FUNDACOES;FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS;477.38
42538;2016;10;5;7344;ADMINISTRACAO DIRETA;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;7622.60
42069;2016;6;5;7415;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;2428388.92
42477;2016;8;5;7411;FUNDOS;FUNDO FINANCEIRO DE PREVIDENCIA;4481612.03
41566;2016;1;5;7600;AUTARQUIAS E FUNDACOES;IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS;16294.30
42008;2016;4;5;7411;FUNDOS;FUNDO FINANCEIRO DE PREVIDENCIA;4872279.80
42938;2016;12;5;7599;AUTARQUIAS E FUNDACOES;DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS;400.83
42938;2016;12;5;7424;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;8554.49
41626;2016;3;5;7348;ADMINISTRACAO DIRETA;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;-3202.50
41626;2016;3;5;7431;AUTARQUIAS E FUNDACOES;INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS;1016.62
42008;2016;4;5;7600;AUTARQUIAS E FUNDACOES;IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS;49625.82
